,smiles,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
10,CC(CCc1cccn1C)NC(=O)[C@@H]1CC[C@H](C(=O)O)O1,0.0538745063095102,0.2834475219408269,0.006,0.121,0.115,-0.115,-0.261,0.031,0.023,-0.988,0.988,0.292,0.26,0.127,3.422
11,CSc1nnc(Sc2ccc(C(=O)O)nn2)s1,0.0044099186610786,0.3906085454050369,0.074,0.267,0.193,-0.193,-0.313,-0.074,0.078,-0.79,0.79,0.239,0.237,0.342,4.183
12,CC(C)(CCNC(=O)CCCOc1cccc2ccccc12)C(=O)O,0.0282602287530786,0.3075550772880566,0.021,0.161,0.14,-0.14,-0.27,-0.009,0.037,-0.384,0.384,0.261,0.217,0.182,3.829
13,O=C(O)COCCCCN1C(=O)CC[C@@H]1/C=C/CCCCCCO,0.0648993029622067,0.3396004862252277,0.0069999999999999,0.144,0.1369999999999999,-0.1369999999999999,-0.313,0.038,0.027,-0.821,0.821,0.351,0.341,0.151,2.852
14,O=C(O)COCCCCN1C(=O)CC[C@@H]1/C=C/CCCCCCO,0.060709880234182,0.3396004862252277,0.008,0.148,0.139,-0.139,-0.311,0.032,0.028,-0.82,0.82,0.344,0.327,0.156,2.909
15,Cc1ccc(-c2nc(CC(=O)NCC(C)C(=O)O)cs2)o1,0.014479232937208,0.3383510092712555,0.041,0.203,0.162,-0.162,-0.285,-0.039,0.053,-0.475,0.475,0.246,0.208,0.244,4.058
16,Cc1ccc(-c2nc(CC(=O)NCC(C)C(=O)O)cs2)o1,0.0124947695397226,0.3451863831959273,0.045,0.212,0.166,-0.166,-0.289,-0.044,0.057,-0.474,0.474,0.245,0.214,0.257,4.09
17,CCCCCc1ccc(C(=O)Oc2cc(C#N)ccc2-c2ccccc2)c(-c2ccccc2C(=O)O)c1,0.0168311895564499,0.3729321214385468,0.044,0.222,0.178,-0.178,-0.315,-0.041,0.058,-0.565,0.565,0.274,0.272,0.266,3.648
18,CSc1cc(Oc2ccc(C(=O)O)cc2Cl)ncn1,0.0152877180250724,0.3645165266603218,0.044,0.219,0.175,-0.175,-0.307,-0.042,0.058,-0.953,0.953,0.265,0.236,0.264,3.779
19,CCCC1CCC(c2ccc(C(=O)O)c(F)c2F)CC1,0.0252467843346749,0.3795837487523404,0.035,0.212,0.177,-0.177,-0.327,-0.027,0.052,-0.643,0.643,0.3,0.295,0.247,3.33
20,Cc1cc(C(=O)O)cc(N2CCC(C(N)=O)C2)n1,0.0166841922677473,0.3467666040494805,0.039,0.204,0.165,-0.165,-0.294,-0.036,0.053,-0.613,0.613,0.258,0.222,0.244,3.879
21,Cc1cc(C(=O)O)cc(N2CCC(C(N)=O)C2)n1,0.0199916312635563,0.318910617840334,0.03,0.18,0.149,-0.149,-0.274,-0.025,0.045,-0.617,0.617,0.249,0.184,0.21,4.011
22,Cc1cc(C(=O)O)cc(N2CCC(C(N)=O)C2)n1,0.0206163697405424,0.3189473671625096,0.03,0.179,0.149,-0.149,-0.275,-0.024,0.044,-0.614,0.614,0.251,0.188,0.209,3.986
23,CC(C)(CCNC(=O)CCCOc1cccc2ccccc12)C(=O)O,0.0299139482509831,0.3017119350621275,0.019,0.155,0.136,-0.136,-0.266,-0.005,0.035,-0.386,0.386,0.261,0.216,0.174,3.834
24,CCCCCOC(C)=O.COC(C)CCO.COCC(C)C(=O)O,7.349864435130999e-05,0.4139443649865778,0.122,0.328,0.207,-0.207,-0.308,-0.106,0.106,-0.952,0.952,0.202,0.195,0.45,4.961
25,CCNC(=O)CCCC(=O)N(Cc1ccccc1)C(C)C(=O)O,0.0488398491714454,0.349265557957425,0.014,0.1639999999999999,0.15,-0.15,-0.315,0.015,0.034,-0.462,0.462,0.33,0.32,0.178,3.034
26,CCNC(=O)CCCC(=O)N(Cc1ccccc1)C(C)C(=O)O,0.0513020537572143,0.3396739848695791,0.012,0.156,0.144,-0.144,-0.308,0.02,0.032,-0.7759999999999999,0.7759999999999999,0.327,0.326,0.168,3.054
27,CN(CC(=O)O)c1ccc(N=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0.001800716786607,0.3717193938067502,0.0819999999999999,0.267,0.185,-0.185,-0.291,-0.079,0.08,-0.581,0.581,0.213,0.175,0.348,4.702
28,CN(CC(=O)O)c1ccc(N=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0.0003307438995808,0.3382040119825528,0.086,0.255,0.1689999999999999,-0.1689999999999999,-0.259,-0.079,0.079,-0.855,0.855,0.18,0.148,0.34,5.567
29,CN(CC(=O)O)c1ccc(N=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0.0002939945774052,0.3385715052043094,0.086,0.255,0.1689999999999999,-0.1689999999999999,-0.259,-0.079,0.08,-0.8540000000000001,0.8540000000000001,0.18,0.148,0.341,5.57
30,CN(CC(=O)O)c1ccc(N=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,0.0027929484853497,0.3419524428444697,0.069,0.239,0.17,-0.17,-0.271,-0.068,0.071,-0.617,0.617,0.203,0.156,0.308,4.92
31,Cc1csc(/C=C(/C(=O)O)c2ccc(Br)cc2)c1,0.009150581221738,0.336807537739878,0.05,0.214,0.1639999999999999,-0.1639999999999999,-0.278,-0.05,0.059,-0.517,0.517,0.228,0.195,0.264,4.377
32,CCc1ccc(-n2cnnc2)c(C(=O)O)c1,0.032376152836752,0.3480895796478041,0.024,0.182,0.158,-0.158,-0.306,-0.01,0.042,-0.764,0.764,0.296,0.29,0.205,3.374
33,CCc1ccc(-n2cnnc2)c(C(=O)O)c1,0.0181909144769492,0.397407170007533,0.046,0.236,0.19,-0.19,-0.336,-0.043,0.061,-0.611,0.611,0.293,0.272,0.282,3.415
34,NC(=O)c1ccc(Cl)cc1OC1CCN(CC(=O)O)C1=O,0.0285909726526595,0.3661702461582264,0.029,0.198,0.1689999999999999,-0.1689999999999999,-0.319,-0.019,0.048,-0.537,0.537,0.3,0.286,0.228,3.337
35,NC(=O)c1ccc(Cl)cc1OC1CCN(CC(=O)O)C1=O,0.0296567029957535,0.3570931635808396,0.027,0.191,0.1639999999999999,-0.1639999999999999,-0.312,-0.016,0.045,-0.563,0.563,0.296,0.274,0.218,3.375
36,NC(=O)c1ccc(Cl)cc1OC1CCN(CC(=O)O)C1=O,0.0285909726526595,0.3655822570034158,0.029,0.198,0.168,-0.168,-0.318,-0.019,0.047,-0.536,0.536,0.299,0.287,0.227,3.341
37,CCNC(=O)CCCC(=O)N(Cc1ccccc1)C(C)C(=O)O,0.0399832625271126,0.3562479291707995,0.02,0.178,0.158,-0.158,-0.317,0.001,0.039,-0.971,0.971,0.317,0.312,0.197,3.15
38,CC(C)N(CC(=O)O)C(=O)[C@@H]1CCCO1,0.0636130766860588,0.3319933765348672,0.0069999999999999,0.141,0.134,-0.134,-0.306,0.037,0.026,-0.84,0.84,0.343,0.335,0.148,2.914
39,CCC(C)(C)NC(=O)CSc1ccc(Br)c(C(=O)O)c1,0.0156919605690046,0.3457376230285621,0.04,0.205,0.165,-0.165,-0.292,-0.038,0.054,-0.6459999999999999,0.6459999999999999,0.254,0.213,0.246,3.931
40,CCC(C)(C)NC(=O)CSc1ccc(Br)c(C(=O)O)c1,0.0162799497238151,0.3446718926854681,0.039,0.204,0.1639999999999999,-0.1639999999999999,-0.292,-0.036,0.053,-0.652,0.652,0.255,0.216,0.243,3.915
41,O=C(O)CCCN1CC[C@@H](COCc2ccccc2)C1,0.0546094927530233,0.3015281884512492,0.0069999999999999,0.131,0.123,-0.123,-0.277,0.03,0.025,-0.88,0.88,0.306,0.276,0.138,3.263
42,O=C(O)CCCN1CC[C@@H](COCc2ccccc2)C1,0.0520737895229031,0.2933330896060781,0.0069999999999999,0.128,0.121,-0.121,-0.269,0.028,0.025,-0.995,0.995,0.296,0.257,0.135,3.375
43,CN(CCCC(=O)O)C(=O)CCCc1cc(Cl)sc1Cl,0.0395422706610047,0.3247537600662632,0.016,0.159,0.143,-0.143,-0.29,0.005,0.034,-0.423,0.423,0.295,0.273,0.175,3.384
44,CN(CCCC(=O)O)C(=O)CCCc1cc(Cl)sc1Cl,0.0395422706610047,0.3248272587106145,0.016,0.159,0.143,-0.143,-0.29,0.005,0.034,-0.423,0.423,0.295,0.273,0.175,3.384
45,O=C(NCc1cc(Br)cs1)Nc1cccc(F)c1C(=O)O,0.0323394035145763,0.3432386691206176,0.023,0.178,0.155,-0.155,-0.302,-0.009,0.041,-0.755,0.755,0.293,0.287,0.201,3.411
46,O=C(NCc1cc(Br)cs1)Nc1cccc(F)c1C(=O)O,0.0130092600501818,0.3105685217064604,0.038,0.187,0.149,-0.149,-0.261,-0.036,0.049,-0.936,0.936,0.225,0.166,0.225,4.439
47,O=C(NCc1cc(Br)cs1)Nc1cccc(F)c1C(=O)O,0.031420670460185,0.3475015904929936,0.024,0.182,0.158,-0.158,-0.305,-0.011,0.042,-0.584,0.584,0.294,0.286,0.207,3.401
48,COc1c(Cl)c(C)c(Cl)c(C)c1C#CC(=O)O,0.0127520147949522,0.3507722801666269,0.046,0.215,0.1689999999999999,-0.1689999999999999,-0.293,-0.045,0.057,-0.6659999999999999,0.6659999999999999,0.249,0.228,0.261,4.021
49,CC(C)N(CC(=O)O)C(=O)[C@@H]1CCCO1,0.0716979275647028,0.3354110634972031,0.005,0.1369999999999999,0.132,-0.132,-0.311,0.047,0.024,-0.852,0.852,0.359,0.345,0.142,2.789
50,CCCN(CC(=O)O)C(=O)c1cc(S(=O)(=O)N2CCCC2)c(C)o1,0.0261287680668906,0.3666479873465099,0.032,0.202,0.17,-0.17,-0.317,-0.023,0.049,-0.535,0.535,0.294,0.277,0.234,3.398
51,CCCN(CC(=O)O)C(=O)c1cc(S(=O)(=O)N2CCCC2)c(C)o1,0.0267535065438768,0.3695879331205623,0.032,0.203,0.171,-0.171,-0.32,-0.023,0.049,-0.5870000000000001,0.5870000000000001,0.298,0.281,0.235,3.36
52,CCCN(CC(=O)O)C(=O)c1cc(S(=O)(=O)N2CCCC2)c(C)o1,0.0218658466945147,0.3724543802502633,0.037,0.213,0.175,-0.175,-0.319,-0.032,0.053,-0.593,0.593,0.287,0.274,0.25,3.48
53,O=C(O)c1ccc([N+](=O)[O-])cc1Sc1ncccc1Cl,0.0033074389958089,0.3753208273799644,0.075,0.261,0.186,-0.186,-0.298,-0.074,0.077,-0.757,0.757,0.225,0.175,0.336,4.453
54,O=C(O)c1ccc([N+](=O)[O-])cc1Sc1ncccc1Cl,0.0023519566192419,0.3769010482335176,0.08,0.267,0.187,-0.187,-0.297,-0.078,0.08,-0.7609999999999999,0.7609999999999999,0.219,0.1689999999999999,0.347,4.557
55,CCN(CC(=O)O)C(=O)Nc1ccccc1C(F)(F)F,0.0305754360501449,0.3473178438821153,0.025,0.183,0.158,-0.158,-0.304,-0.012,0.043,-0.602,0.602,0.292,0.27,0.208,3.425
56,CCN(CC(=O)O)C(=O)Nc1ccccc1C(F)(F)F,0.031310422493658,0.3454068791289812,0.024,0.181,0.157,-0.157,-0.303,-0.011,0.042,-0.598,0.598,0.292,0.268,0.205,3.4210000000000003
57,CCN(CC(=O)O)C(=O)Nc1ccccc1C(F)(F)F,0.0246220458576888,0.3678239656561309,0.033,0.205,0.172,-0.172,-0.317,-0.026,0.051,-0.926,0.926,0.291,0.262,0.238,3.432
58,O=C(O)C(C1CC1)n1cc([N+](=O)[O-])cn1,0.0226743317823791,0.4102694327690123,0.043,0.236,0.194,-0.194,-0.35,-0.037,0.06,-0.6779999999999999,0.6779999999999999,0.313,0.304,0.279,3.196
59,O=C(O)C(C1CC1)n1cc([N+](=O)[O-])cn1,0.0225273344936765,0.4085422146267565,0.043,0.236,0.193,-0.193,-0.349,-0.037,0.06,-0.6809999999999999,0.6809999999999999,0.311,0.301,0.278,3.2110000000000003
60,O=C(O)C(C1CC1)n1cc([N+](=O)[O-])cn1,0.0228213290710817,0.4097181929363775,0.042,0.236,0.193,-0.193,-0.35,-0.037,0.06,-0.68,0.68,0.313,0.303,0.278,3.195
61,CC(C)OC1(C(=O)O)CCc2ccccc21,0.0383662923513838,0.2877104433132029,0.012,0.1369999999999999,0.125,-0.125,-0.259,0.009,0.029,-0.93,0.93,0.268,0.21,0.149,3.73
62,COc1ccc(OC)c(C2=CC3CC(C(C)(C)C)n4cc(C(=O)O)c(=O)cc4C3=C2)c1OC,0.0181909144769492,0.3123692384930674,0.031,0.178,0.147,-0.147,-0.267,-0.027,0.045,-0.6459999999999999,0.6459999999999999,0.241,0.238,0.21,4.155
63,O=C(O)CCN(CCc1cccnc1)C(=O)c1ccccc1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,0.0159492058242342,0.2844397536395696,0.029,0.1639999999999999,0.134,-0.134,-0.243,-0.026,0.041,-0.998,0.998,0.218,0.161,0.193,4.597
64,COc1ccc(OC)c(C2=CC3CC(C(C)(C)C)n4cc(C(=O)O)c(=O)cc4C3=C2)c1OC,0.0149937234476672,0.3154561815558224,0.036,0.186,0.15,-0.15,-0.267,-0.033,0.048,-0.7390000000000001,0.7390000000000001,0.234,0.22,0.222,4.273
65,CCCOC(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1NC(=O)c1cc(C(C)=O)ccc1C(=O)O,0.0056593956150508,0.3803554845180291,0.068,0.255,0.187,-0.187,-0.307,-0.068,0.073,-0.905,0.905,0.239,0.227,0.3229999999999999,4.177
66,CC1CN1C(=O)c1cccc(C(=O)O)c1,0.0204326231296641,0.3915640277816039,0.042,0.228,0.186,-0.186,-0.333,-0.038,0.058,-0.818,0.818,0.295,0.285,0.27,3.384
67,CC1CN1C(=O)c1cccc(C(=O)O)c1,0.0222700892384469,0.3850961470786886,0.039,0.22,0.181,-0.181,-0.33,-0.033,0.056,-0.841,0.841,0.296,0.288,0.259,3.375
68,CC(NC(=O)/C(C#N)=C\N(C)c1ccc(O)cc1)C(=O)O,0.0264227626442959,0.3171833996980782,0.024,0.1689999999999999,0.145,-0.145,-0.277,-0.014,0.04,-0.505,0.505,0.263,0.214,0.193,3.797
69,CC(NC(=O)/C(C#N)=C\N(C)c1ccc(O)cc1)C(=O)O,0.0238870594141757,0.3297516678821523,0.028,0.181,0.153,-0.153,-0.286,-0.02,0.044,-0.601,0.601,0.266,0.24,0.209,3.765
70,CC(NC(=O)/C(C#N)=C\N(C)c1ccc(O)cc1)C(=O)O,0.0264227626442959,0.3171466503759026,0.024,0.1689999999999999,0.145,-0.145,-0.277,-0.014,0.04,-0.504,0.504,0.263,0.214,0.193,3.798
71,CC(=CC(=O)O)CN(C)Cc1cccnc1,0.0341401203011834,0.3484203235473849,0.022,0.18,0.157,-0.157,-0.307,-0.0069999999999999,0.041,-0.856,0.856,0.3,0.296,0.202,3.329
72,CC(=CC(=O)O)CN(C)Cc1cccnc1,0.031310422493658,0.3532712340745714,0.025,0.186,0.161,-0.161,-0.31,-0.012,0.044,-0.915,0.915,0.297,0.278,0.211,3.362
73,Cc1nc2c(C(=O)O)cccc2n1CCC(C)(C)C,0.0253202829790262,0.3542267164511385,0.031,0.195,0.1639999999999999,-0.1639999999999999,-0.307,-0.022,0.048,-0.444,0.444,0.285,0.282,0.226,3.515
74,Cc1nc2c(C(=O)O)cccc2n1CCC(C)(C)C,0.0275987409539168,0.3409234618235513,0.027,0.183,0.157,-0.157,-0.297,-0.016,0.044,-0.484,0.484,0.281,0.274,0.21,3.555
75,CCCOC(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1NC(=O)c1cc(C(C)=O)ccc1C(=O)O,0.0037484308619168,0.3293841746603957,0.063,0.225,0.163,-0.163,-0.264,-0.062,0.066,-0.951,0.951,0.202,0.15,0.288,4.957
76,O=C(O)CCN(CCc1cccnc1)C(=O)c1ccccc1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,0.0264227626442959,0.3507355308444512,0.029,0.191,0.162,-0.162,-0.305,-0.02,0.046,-0.792,0.792,0.285,0.282,0.22,3.511
77,O=C(O)CCN(CCc1cccnc1)C(=O)c1ccccc1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,0.0320086596149955,0.3415849496227131,0.023,0.178,0.155,-0.155,-0.3,-0.009,0.041,-0.625,0.625,0.291,0.286,0.201,3.432
78,O=C(CCN1C(=O)C(=Cc2cc(-c3ccc(F)c(F)c3)cs2)SC1=S)Nc1cccc(C(=O)O)c1,0.0004777411882835,0.3670522298904421,0.091,0.275,0.183,-0.183,-0.282,-0.085,0.085,-0.602,0.602,0.197,0.176,0.366,5.08
79,CCCCSCC(=O)N(C)CC(=O)O,0.066038531949652,0.3207480839491167,0.005,0.133,0.127,-0.127,-0.297,0.042,0.024,-0.875,0.875,0.339,0.319,0.138,2.95
80,CCCCSCC(=O)N(C)CC(=O)O,0.0646788070291527,0.3054236166018686,0.005,0.125,0.12,-0.12,-0.283,0.042,0.022,-0.964,0.964,0.326,0.286,0.13,3.071
81,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,0.0423352191463545,0.3612825863088642,0.019,0.178,0.159,-0.159,-0.322,0.003,0.039,-0.8690000000000001,0.8690000000000001,0.325,0.322,0.197,3.072
82,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,0.0311634252049554,0.3806862284176101,0.029,0.204,0.175,-0.175,-0.332,-0.017,0.049,-0.961,0.961,0.315,0.31,0.233,3.176
83,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,0.0441359359329616,0.3403722219909165,0.015,0.163,0.148,-0.148,-0.306,0.009,0.035,-0.916,0.916,0.315,0.306,0.179,3.176
84,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,0.0436214454225024,0.3462153642168457,0.016,0.168,0.151,-0.151,-0.31,0.008,0.036,-0.914,0.914,0.318,0.305,0.184,3.147
85,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,0.0376313059078707,0.3635610442837549,0.022,0.185,0.163,-0.163,-0.322,-0.004,0.042,-0.856,0.856,0.318,0.303,0.207,3.149
86,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,0.0306489346944962,0.3686324507439953,0.028,0.197,0.1689999999999999,-0.1689999999999999,-0.322,-0.016,0.047,-0.987,0.987,0.306,0.299,0.225,3.269
87,CCOCc1cccc(NC(=O)CC2(C(=O)O)CCC2)c1,0.0474433749287705,0.3169996530872,0.011,0.146,0.135,-0.135,-0.287,0.018,0.03,-0.469,0.469,0.305,0.279,0.157,3.28
88,CCOCc1cccc(NC(=O)CC2(C(=O)O)CCC2)c1,0.0479946147614054,0.3158971734219303,0.011,0.145,0.134,-0.134,-0.286,0.019,0.029,-0.459,0.459,0.305,0.279,0.156,3.278
89,COc1ccc(/C=C\C(=O)N2CCC(C(=O)O)CC2)cc1OC,0.0263492639999446,0.3063056003340844,0.023,0.162,0.14,-0.14,-0.268,-0.012,0.038,-0.573,0.573,0.256,0.218,0.185,3.903
90,COc1ccc(/C=C\C(=O)N2CCC(C(=O)O)CC2)cc1OC,0.0251732856903236,0.2970815204679949,0.022,0.158,0.136,-0.136,-0.26,-0.012,0.037,-0.604,0.604,0.248,0.205,0.18,4.039
91,O=C(O)C1CCCN(C(c2ccc(Cl)c(C(F)(F)F)c2)c2ccc3cnccc3c2)C1,0.0177131732886657,0.3566154223925561,0.04,0.209,0.1689999999999999,-0.1689999999999999,-0.303,-0.036,0.054,-0.369,0.369,0.267,0.251,0.249,3.75
92,O=C(O)C1CCCN(C(c2ccc(Cl)c(C(F)(F)F)c2)c2ccc3cnccc3c2)C1,0.0194771407530971,0.3504047869448704,0.036,0.202,0.165,-0.165,-0.299,-0.032,0.051,-0.357,0.357,0.268,0.258,0.238,3.738
93,Cc1cnc(CNC(=O)N[C@H]2CC[C@@H](C(=O)O)C2)s1,0.0435846961003268,0.3462521135390213,0.016,0.168,0.151,-0.151,-0.31,0.008,0.036,-0.411,0.411,0.318,0.31,0.184,3.147
94,Cc1cnc(CNC(=O)N[C@H]2CC[C@@H](C(=O)O)C2)s1,0.0420779738911249,0.3502945389783434,0.018,0.172,0.154,-0.154,-0.313,0.005,0.037,-0.414,0.414,0.318,0.307,0.189,3.148
95,Cc1cnc(CNC(=O)N[C@H]2CC[C@@H](C(=O)O)C2)s1,0.047075881707014,0.3324711177231507,0.013,0.156,0.143,-0.143,-0.3,0.015,0.032,-0.428,0.428,0.315,0.299,0.1689999999999999,3.175
96,CC(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,0.0284072260417813,0.3563214278151508,0.028,0.192,0.1639999999999999,-0.1639999999999999,-0.31,-0.017,0.046,-0.928,0.928,0.293,0.282,0.22,3.4130000000000003
97,CC(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,0.0059901395146317,0.2804708268445989,0.045,0.182,0.1369999999999999,-0.1369999999999999,-0.229,-0.045,0.051,-0.978,0.978,0.184,0.099,0.227,5.428
98,CC(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,0.0274149943430386,0.3619073247858504,0.03,0.197,0.1669999999999999,-0.1669999999999999,-0.314,-0.02,0.048,-0.942,0.942,0.294,0.282,0.227,3.398
99,CC(C)(Sc1ncccc1-c1cccc2scnc12)C(=O)O,0.0234460675480678,0.3193148603842662,0.027,0.175,0.148,-0.148,-0.277,-0.019,0.042,-0.7909999999999999,0.7909999999999999,0.258,0.234,0.202,3.878
100,O=C(CCN1C(=O)C(=Cc2cc(-c3ccc(F)c(F)c3)cs2)SC1=S)Nc1cccc(C(=O)O)c1,0.0002572452552295,0.384103915379946,0.099,0.291,0.192,-0.192,-0.293,-0.091,0.091,-0.601,0.601,0.202,0.193,0.39,4.953
101,O=C(CCN1C(=O)C(=Cc2cc(-c3ccc(F)c(F)c3)cs2)SC1=S)Nc1cccc(C(=O)O)c1,0.0005512398326348,0.3775625360326793,0.093,0.282,0.189,-0.189,-0.29,-0.087,0.087,-0.611,0.611,0.203,0.181,0.375,4.918
102,N#CCN(CCc1c[nH]c2ccccc12)CC(=O)O,0.0375210579413437,0.3146844457901337,0.016,0.155,0.139,-0.139,-0.281,0.004,0.034,-0.448,0.448,0.285,0.264,0.17,3.512
103,N#CCN(CCc1c[nH]c2ccccc12)CC(=O)O,0.0392115267614238,0.3102377778068794,0.014,0.15,0.136,-0.136,-0.278,0.0069999999999999,0.032,-0.441,0.441,0.285,0.265,0.165,3.509
104,CC(C)[C@@H](SC(=O)c1ccccc1)C(=O)O[C@@](Br)(C(=O)O)C(C)C,0.021718849405812,0.3732628653381277,0.038,0.213,0.176,-0.176,-0.32,-0.032,0.054,-0.682,0.682,0.288,0.272,0.251,3.478
105,O=C(O)C(Cc1ccccc1)N1C(=O)OC[C@H]1c1ccccc1,0.0432172028785702,0.349486053890479,0.017,0.17,0.153,-0.153,-0.313,0.006,0.037,-0.928,0.928,0.319,0.31,0.187,3.133
106,CC(C)(C)c1cc(CC(=O)O)c2ccccc2n1,0.0205061217740154,0.3477220864260475,0.035,0.198,0.1639999999999999,-0.1639999999999999,-0.298,-0.029,0.05,-0.39,0.39,0.269,0.251,0.233,3.724
107,CC(C)CN(CCN(C)C)C(=O)CSCC(=O)O,0.0468186364517844,0.3123692384930674,0.011,0.144,0.133,-0.133,-0.283,0.017,0.029,-0.982,0.982,0.301,0.278,0.155,3.3280000000000003
108,CC(C)CN(CCN(C)C)C(=O)CSCC(=O)O,0.0559324683513468,0.3198293508947253,0.008,0.14,0.132,-0.132,-0.293,0.029,0.027,-0.952,0.952,0.322,0.316,0.148,3.109
109,CC(C)CN(CCN(C)C)C(=O)CSCC(=O)O,0.042812960334638,0.3110095135725682,0.013,0.147,0.134,-0.134,-0.28,0.012,0.031,-0.965,0.965,0.292,0.272,0.16,3.4210000000000003
